station_id,ev_network,state,pred,confidence,label,evidence,primary_path,context_path
213986,Electrify America,NY,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible pavement, parking stall lines, and parked cars, with no overhead man-made structure.",data-ev\data\images\primary\213986_primary_df974815b041.png,data-ev\data\images\context\213986_context_df974815b041.png
218944,ChargePoint Network,CA,no_shade,1.0,no_shade,"The center of the image shows a large, flat, featureless building roof with no cars or parking stalls, while the context image reveals a large open parking lot adjacent to the building, indicating the charger is likely in the open.",data-ev\data\images\primary\218944_primary_ece4d650f490.png,data-ev\data\images\context\218944_context_ece4d650f490.png
220760,ChargePoint Network,TX,no_shade,1.0,no_shade,"The center of the image clearly shows an open road with parked cars and trees, with no man-made overhead structure visible.",data-ev\data\images\primary\220760_primary_b7511fa079e0.png,data-ev\data\images\context\220760_context_b7511fa079e0.png
222797,Tesla,NY,no_shade,0.9,no_shade,"The center of both images clearly shows an open parking lot with visible pavement and parking lines, and no man-made overhead structure or canopy.",data-ev\data\images\primary\222797_primary_a4bd189cf418.png,data-ev\data\images\context\222797_context_a4bd189cf418.png
223594,Non-Networked,CA,shade_structure,0.95,shade_structure,"The center of the image shows a large, light-colored, uniform rectangular canopy covering parking stalls, consistent with a man-made shade structure.",data-ev\data\images\primary\223594_primary_e9cc381fd99c.png,data-ev\data\images\context\223594_context_e9cc381fd99c.png
223858,WAVE,FL,shade_solar_pv,0.9,shade_solar_pv,"The dark blue/purple rectangular canopy at the center exhibits a patterned surface, consistent with solar photovoltaic panels, and casts a clear shadow over the parking area.",data-ev\data\images\primary\223858_primary_2ac67214bcce.png,data-ev\data\images\context\223858_context_2ac67214bcce.png
227940,eVgo Network,CA,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible pavement, parking lines, and parked cars, with no man-made overhead structure.",data-ev\data\images\primary\227940_primary_9958d9bed3f1.png,data-ev\data\images\context\227940_context_9958d9bed3f1.png
228088,eVgo Network,CA,no_shade,1.0,no_shade,"The center of the image shows an open parking lot with visible pavement and parked cars, with no man-made overhead structure or roof directly above it.",data-ev\data\images\primary\228088_primary_a0f202d08935.png,data-ev\data\images\context\228088_context_a0f202d08935.png
228127,eVgo Network,CA,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible pavement and parked cars, indicating no man-made overhead cover.",data-ev\data\images\primary\228127_primary_dc4123c84bbe.png,data-ev\data\images\context\228127_context_dc4123c84bbe.png
228289,eVgo Network,CA,shade_structure,0.95,shade_structure,"A distinct, uniform greenish-blue rectangular canopy covers the parking stalls at the center, casting a clear straight-edged shadow, indicating a man-made shade structure.",data-ev\data\images\primary\228289_primary_6be62cf3067a.png,data-ev\data\images\context\228289_context_6be62cf3067a.png
228290,eVgo Network,CA,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with visible pavement and parked cars, with no man-made overhead structure.",data-ev\data\images\primary\228290_primary_94733d4ef3f1.png,data-ev\data\images\context\228290_context_94733d4ef3f1.png
228327,eVgo Network,GA,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with cars and pavement, with no visible man-made overhead structure.",data-ev\data\images\primary\228327_primary_b553485773a3.png,data-ev\data\images\context\228327_context_b553485773a3.png
228406,eVgo Network,CA,no_shade,0.9,no_shade,"The charger coordinates are on a building roof, but the surrounding parking lots are clearly open to the sky with no overhead cover, indicating the actual charger is likely in an uncovered stall.",data-ev\data\images\primary\228406_primary_9fad8358a599.png,data-ev\data\images\context\228406_context_9fad8358a599.png
228422,eVgo Network,CA,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with parked cars and pavement, with no visible man-made overhead structure, canopy, or garage.",data-ev\data\images\primary\228422_primary_b4ca81692b4e.png,data-ev\data\images\context\228422_context_b4ca81692b4e.png
228527,eVgo Network,MA,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible cars and parking lines, with no overhead man-made structure or natural cover.",data-ev\data\images\primary\228527_primary_9bb8687a46ec.png,data-ev\data\images\context\228527_context_9bb8687a46ec.png
228697,eVgo Network,MI,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with visible pavement and parked cars, with no man-made overhead structure.",data-ev\data\images\primary\228697_primary_2e08b272dcf2.png,data-ev\data\images\context\228697_context_2e08b272dcf2.png
228801,eVgo Network,GA,no_shade,1.0,no_shade,"The center of the image clearly shows open parking stalls and pavement directly exposed to the sky, with no visible overhead man-made structure or natural cover.",data-ev\data\images\primary\228801_primary_8ea74a725a95.png,data-ev\data\images\context\228801_context_8ea74a725a95.png
230911,EV Connect,OH,no_shade,0.9,no_shade,"The center of the image shows a large, flat, featureless commercial building roof with no cars, indicating the charger is likely in the adjacent open parking lot which has no overhead cover.",data-ev\data\images\primary\230911_primary_8e51f60a34a7.png,data-ev\data\images\context\230911_context_8e51f60a34a7.png
231698,Tesla,MA,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible parking stall lines and parked cars, with no man-made overhead structure or roof covering the area.",data-ev\data\images\primary\231698_primary_605303c94ad1.png,data-ev\data\images\context\231698_context_605303c94ad1.png
237066,EVCS,CA,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible pavement, parking stall lines, and parked cars, with no man-made overhead structure.",data-ev\data\images\primary\237066_primary_c6914b4ff0fc.png,data-ev\data\images\context\237066_context_c6914b4ff0fc.png
250554,ChargePoint Network,CA,no_shade,1.0,no_shade,"The center of both images clearly shows an open paved parking lot with parked vehicles, and no visible man-made overhead structure.",data-ev\data\images\primary\250554_primary_072e61e68a40.png,data-ev\data\images\context\250554_context_072e61e68a40.png
252639,Blink Network,VA,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with visible pavement and parked cars, with no man-made overhead structure, canopy, or garage.",data-ev\data\images\primary\252639_primary_26ff596168a4.png,data-ev\data\images\context\252639_context_26ff596168a4.png
253770,Tesla,SC,no_shade,1.0,no_shade,"The center of the image clearly shows open pavement with parking stall lines, and no man-made overhead structure is visible above the charging area.",data-ev\data\images\primary\253770_primary_cdff34109bc8.png,data-ev\data\images\context\253770_context_cdff34109bc8.png
254403,Tesla,OR,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with visible parking stall lines and parked cars, with no man-made overhead structure covering it.",data-ev\data\images\primary\254403_primary_814905d7664f.png,data-ev\data\images\context\254403_context_814905d7664f.png
256192,Electrify America,FL,no_shade,1.0,no_shade,"The center of both images clearly shows an open, light-colored paved area with parked cars and no visible overhead man-made structure, canopy, or roof.",data-ev\data\images\primary\256192_primary_7231a83ff0a0.png,data-ev\data\images\context\256192_context_7231a83ff0a0.png
256430,EV Connect,OH,no_shade,0.9,no_shade,"The center of the image shows a large, flat, dark commercial building roof with no cars, and the wider context image clearly shows extensive open parking lots surrounding the building, indicating the charger is likely in the adjacent open parking area.",data-ev\data\images\primary\256430_primary_53550a0db836.png,data-ev\data\images\context\256430_context_53550a0db836.png
258948,ChargePoint Network,SC,no_shade,0.9,no_shade,"The center of the image shows a large, flat, featureless building roof, indicating a geocoding error, and the actual charging stalls are presumed to be in the adjacent open parking lot which is exposed to the sky.",data-ev\data\images\primary\258948_primary_83a30adc1cf0.png,data-ev\data\images\context\258948_context_83a30adc1cf0.png
259768,ChargePoint Network,NJ,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible pavement and parking lines, with no man-made overhead structure or vegetation covering the area.",data-ev\data\images\primary\259768_primary_d8cb92440c82.png,data-ev\data\images\context\259768_context_d8cb92440c82.png
259974,7CHARGE,TX,no_shade,0.9,no_shade,"The charger is geocoded onto a large, flat, featureless building roof, indicating the actual charging stalls are in the adjacent open parking lot, which is uncovered.",data-ev\data\images\primary\259974_primary_6c53c61c3fcf.png,data-ev\data\images\context\259974_context_6c53c61c3fcf.png
259985,Tesla,CA,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with visible pavement, parking lines, and cars, with no man-made overhead structure.",data-ev\data\images\primary\259985_primary_94204c085c06.png,data-ev\data\images\context\259985_context_94204c085c06.png
260040,ChargePoint Network,CO,no_shade,1.0,no_shade,"The center of the image clearly shows an open dirt/gravel parking area with parked cars, directly exposed to the sky with no man-made overhead structure.",data-ev\data\images\primary\260040_primary_f175d78bc310.png,data-ev\data\images\context\260040_context_f175d78bc310.png
260178,ChargePoint Network,OH,no_shade,0.9,no_shade,"The charger is centered on a large, flat building roof with no cars, and the context image shows a surrounding open parking lot, indicating the actual charger is likely in the adjacent open parking area.",data-ev\data\images\primary\260178_primary_e3bd83473d9c.png,data-ev\data\images\context\260178_context_e3bd83473d9c.png
260718,ChargePoint Network,CO,no_shade,0.95,no_shade,"The center of the image shows an open, unpaved area with some scattered objects and trees, but no man-made overhead structure like a canopy, solar panels, or a garage.",data-ev\data\images\primary\260718_primary_aeceb5470dba.png,data-ev\data\images\context\260718_context_aeceb5470dba.png
260771,EV Connect,NC,no_shade,0.9,no_shade,"The center of the image shows a large building roof, but the surrounding area is an extensive open parking lot, indicating the charger is likely located in the open parking area.",data-ev\data\images\primary\260771_primary_550941ce48d6.png,data-ev\data\images\context\260771_context_550941ce48d6.png
260875,EV Connect,NC,no_shade,0.9,no_shade,"The center of the image shows a building roof, but the context image clearly reveals an open parking lot adjacent to the building, indicating the charger is likely in the open parking area, not on the building's roof.",data-ev\data\images\primary\260875_primary_931d6f60fc00.png,data-ev\data\images\context\260875_context_931d6f60fc00.png
261462,Tesla,TX,no_shade,1.0,no_shade,"The center of both images clearly shows an open paved parking lot with parked cars, indicating no man-made overhead cover.",data-ev\data\images\primary\261462_primary_0476df115fe9.png,data-ev\data\images\context\261462_context_0476df115fe9.png
261470,Tesla,OR,no_shade,1.0,no_shade,"The center of the image shows an open road intersection with a vehicle, and any shade present is clearly cast by natural trees, not a man-made structure.",data-ev\data\images\primary\261470_primary_ced4d5cab84e.png,data-ev\data\images\context\261470_context_ced4d5cab84e.png
279377,Electrify America,CT,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible pavement and parking lines, with no man-made overhead structure.",data-ev\data\images\primary\279377_primary_5695b15eae0b.png,data-ev\data\images\context\279377_context_5695b15eae0b.png
279410,Electrify America,OR,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with visible cars and parking lines, with no man-made structure overhead.",data-ev\data\images\primary\279410_primary_97c162e43b71.png,data-ev\data\images\context\279410_context_97c162e43b71.png
293154,ChargePoint Network,CA,no_shade,0.9,no_shade,"The center of the image shows a large, flat building roof with no cars, indicating the charger is likely in the adjacent open parking lot, which has no overhead cover.",data-ev\data\images\primary\293154_primary_fd8507444c00.png,data-ev\data\images\context\293154_context_fd8507444c00.png
296758,AUTEL,GA,shade_solar_pv,0.7,shade_solar_pv,"The central dark structure exhibits a dark, almost black color and a faint, modular texture, consistent with solar photovoltaic panels, covering the charger's location.",data-ev\data\images\primary\296758_primary_3925bf683ccb.png,data-ev\data\images\context\296758_context_3925bf683ccb.png
298646,GRAVITI_ENERGY,CO,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible pavement and parked cars, with no man-made overhead structure, solar panels, or multi-level garage covering the area.",data-ev\data\images\primary\298646_primary_7772cdbe6b4a.png,data-ev\data\images\context\298646_context_7772cdbe6b4a.png
302202,Tesla,TX,no_shade,0.9,no_shade,"The center of the image is on a large, flat building roof, and the adjacent parking areas visible in the context image are open to the sky without any overhead cover.",data-ev\data\images\primary\302202_primary_4f383e1a4e40.png,data-ev\data\images\context\302202_context_4f383e1a4e40.png
302499,ChargePoint Network,TX,uncertain,0.9,uncertain,"Both the primary and context images are extremely blurry and lack sufficient detail to identify any specific overhead cover type, such as pavement, a shade structure, or a garage.",data-ev\data\images\primary\302499_primary_bf03a107fa75.png,data-ev\data\images\context\302499_context_bf03a107fa75.png
302972,Tesla,IN,no_shade,1.0,no_shade,"The primary and context images clearly show an open, paved parking lot with visible parking lines and no overhead structures or canopies.",data-ev\data\images\primary\302972_primary_e10f87459de0.png,data-ev\data\images\context\302972_context_e10f87459de0.png
302974,Tesla,MN,shade_structure,0.95,shade_structure,"The center of the image shows a light-colored, solid, rectangular canopy covering parking stalls, with no fine grid texture of solar panels or signs of a multi-level garage.",data-ev\data\images\primary\302974_primary_1011d153fb7e.png,data-ev\data\images\context\302974_context_1011d153fb7e.png
303763,ChargePoint Network,NY,no_shade,1.0,no_shade,"The charger is located in an open parking lot, with the only overhead cover being natural tree canopy, which does not count as a man-made shade structure.",data-ev\data\images\primary\303763_primary_041f7e26fc36.png,data-ev\data\images\context\303763_context_041f7e26fc36.png
